snapshot_date,store_id,sku,on_hand,on_order,cost
2024-01-01,S002,SKU00152,52,13,34.48
2024-01-01,S002,SKU00308,33,4,33.04
2024-01-01,S002,SKU00163,41,19,15.73
2024-01-01,S002,SKU00251,45,15,16.74
2024-01-01,S002,SKU00030,64,14,9.58
2024-01-01,S002,SKU00046,23,11,11.26
2024-01-01,S002,SKU00137,46,15,32.34
2024-01-01,S002,SKU00048,75,14,35.43
2024-01-01,S002,SKU00326,49,10,21.09
2024-01-01,S002,SKU00098,23,20,23.96
2024-01-01,S002,SKU00120,52,2,10.19
2024-01-01,S002,SKU00299,47,19,21.87
2024-01-01,S002,SKU00075,64,15,19.82
2024-01-01,S002,SKU00126,30,13,25.54
2024-01-01,S002,SKU00103,50,6,12.99
2024-01-01,S002,SKU00237,46,14,22.91
2024-01-01,S002,SKU00330,31,6,28.29
2024-01-01,S002,SKU00281,37,21,24.82
2024-01-01,S002,SKU00236,48,22,14.52
2024-01-01,S002,SKU00065,13,18,21.23
2024-01-01,S002,SKU00033,31,21,10.76
2024-01-01,S002,SKU00380,42,27,21.56
2024-01-01,S002,SKU00143,29,16,9.07
2024-01-01,S002,SKU00224,0,29,28.25
2024-01-01,S002,SKU00151,24,8,7.16
2024-01-01,S002,SKU00315,44,27,25.73
2024-01-01,S002,SKU00346,31,22,46.67
2024-01-01,S002,SKU00278,24,24,29.28
2024-01-01,S002,SKU00200,45,21,35.75
2024-01-01,S002,SKU00396,50,14,6.08
2024-01-01,S002,SKU00034,35,20,25.34
2024-01-01,S002,SKU00031,52,24,18.97
2024-01-01,S002,SKU00290,50,14,20.85
2024-01-01,S002,SKU00276,43,13,8.52
2024-01-01,S002,SKU00225,37,18,14.42
2024-01-01,S002,SKU00104,51,16,30.27
2024-01-01,S002,SKU00262,35,18,6.97
2024-01-01,S002,SKU00361,20,20,22.51
2024-01-01,S002,SKU00294,49,10,21.46
2024-01-01,S002,SKU00164,35,22,20.75
2024-01-01,S002,SKU00108,55,14,8.67
2024-01-01,S002,SKU00275,48,0,24.1
2024-01-01,S002,SKU00245,54,26,19.78
2024-01-01,S002,SKU00168,29,0,18.6
2024-01-01,S002,SKU00255,42,23,33.68
2024-01-01,S002,SKU00348,34,24,24.11
2024-01-01,S003,SKU00398,62,13,31.97
2024-01-01,S003,SKU00313,69,11,21.61
2024-01-01,S003,SKU00072,36,10,22.01
2024-01-01,S003,SKU00374,9,4,17.57
2024-01-01,S003,SKU00028,47,9,14.87
2024-01-01,S003,SKU00283,67,23,35.29
2024-01-01,S003,SKU00106,29,10,11.12
2024-01-01,S003,SKU00135,42,8,21.41
2024-01-01,S003,SKU00238,34,1,47.65
2024-01-01,S003,SKU00191,32,0,24.12
2024-01-01,S003,SKU00145,40,15,13.72
2024-01-01,S003,SKU00387,24,20,19.03
2024-01-01,S003,SKU00168,52,23,18.6
2024-01-01,S003,SKU00372,32,10,8.73
2024-01-01,S003,SKU00211,32,21,37.2
2024-01-01,S003,SKU00129,61,12,17.3
2024-01-01,S003,SKU00378,38,17,16.37
2024-01-01,S003,SKU00067,32,17,12.5
2024-01-01,S003,SKU00117,52,3,14.81
2024-01-01,S003,SKU00321,50,7,8.77
2024-01-01,S003,SKU00171,42,8,26.18
2024-01-01,S003,SKU00272,75,14,18.35
2024-01-01,S003,SKU00015,50,36,25.51
2024-01-01,S003,SKU00303,28,12,27.57
2024-01-01,S003,SKU00391,31,9,20.67
2024-01-01,S003,SKU00299,28,17,21.87
2024-01-01,S003,SKU00122,34,27,15.22
2024-01-01,S003,SKU00341,49,23,20.55
2024-01-01,S003,SKU00156,21,14,13.5
2024-01-01,S003,SKU00339,23,13,14.34
2024-01-01,S003,SKU00022,45,16,10.6
2024-01-01,S003,SKU00202,43,23,41.7
2024-01-01,S003,SKU00164,39,14,20.75
2024-01-01,S003,SKU00277,57,17,17.75
2024-01-01,S003,SKU00182,38,12,22.49
2024-01-01,S003,SKU00348,55,17,24.11
2024-01-01,S003,SKU00239,18,12,7.57
2024-01-01,S003,SKU00120,22,17,10.19
2024-01-01,S003,SKU00095,50,1,27.04
2024-01-01,S003,SKU00327,35,14,24.66
2024-01-01,S003,SKU00139,39,12,19.06
2024-01-01,S003,SKU00302,17,18,11.51
2024-01-01,S003,SKU00306,38,18,13.85
2024-01-01,S003,SKU00032,51,12,26.13
2024-01-01,S003,SKU00252,53,20,35.29
2024-01-01,S003,SKU00262,60,6,6.97
2024-01-01,S003,SKU00385,40,8,24.15
2024-01-01,S003,SKU00353,27,16,28.84
2024-01-01,S003,SKU00038,61,21,22.05
2024-01-01,S003,SKU00051,39,14,21.15
2024-01-01,S003,SKU00055,55,3,24.5
2024-01-01,S003,SKU00227,29,11,38.72
2024-01-01,S003,SKU00260,40,12,16.1
2024-01-01,S003,SKU00041,42,4,19.41
2024-01-01,S003,SKU00078,55,16,9.74
2024-01-01,S003,SKU00333,35,8,19.02
2024-01-01,S003,SKU00101,28,24,13.03
2024-01-01,S003,SKU00138,65,21,9.29
2024-01-01,S003,SKU00317,54,5,22.08
2024-01-01,S003,SKU00035,26,12,34.51
2024-01-01,S004,SKU00091,29,13,16.61
2024-01-01,S004,SKU00069,12,13,10.26
2024-01-01,S004,SKU00043,38,15,24.13
2024-01-01,S004,SKU00078,8,3,9.74
2024-01-01,S004,SKU00281,28,24,24.82
2024-01-01,S004,SKU00202,28,20,41.7
2024-01-01,S004,SKU00339,43,15,14.34
2024-01-01,S004,SKU00111,59,11,22.67
2024-01-01,S004,SKU00109,9,20,32.26
2024-01-01,S004,SKU00136,18,9,21.43
2024-01-01,S004,SKU00083,10,8,22.59
2024-01-01,S004,SKU00269,45,0,13.31
2024-01-01,S004,SKU00163,48,12,15.73
2024-01-01,S004,SKU00258,38,18,29.8
2024-01-01,S004,SKU00053,54,19,26.92
2024-01-01,S004,SKU00164,38,24,20.75
2024-01-01,S004,SKU00032,46,18,26.13
2024-01-01,S004,SKU00311,38,6,23.51
2024-01-01,S004,SKU00271,38,11,41.0
2024-01-01,S004,SKU00148,14,21,18.3
2024-01-01,S004,SKU00238,29,12,47.65
2024-01-01,S004,SKU00180,37,16,18.4
2024-01-01,S004,SKU00168,60,22,18.6
2024-01-01,S004,SKU00273,65,14,21.29
2024-01-01,S004,SKU00155,59,23,22.47
2024-01-01,S004,SKU00279,43,9,18.46
2024-01-01,S004,SKU00363,6,3,19.67
2024-01-01,S004,SKU00156,31,7,13.5
2024-01-01,S004,SKU00359,41,7,12.22
2024-01-01,S004,SKU00074,24,22,28.23
2024-01-01,S004,SKU00343,47,19,25.69
2024-01-01,S004,SKU00186,41,5,24.0
2024-01-01,S004,SKU00041,33,16,19.41
2024-01-01,S004,SKU00299,71,16,21.87
2024-01-01,S004,SKU00289,47,20,20.83
2024-01-01,S004,SKU00093,44,19,20.73
2024-01-01,S004,SKU00360,43,17,35.66
2024-01-01,S004,SKU00261,28,9,33.76
2024-01-01,S004,SKU00201,3,19,17.59
2024-01-01,S004,SKU00082,28,11,18.27
2024-01-01,S004,SKU00381,43,11,29.5
2024-01-01,S004,SKU00257,41,17,12.09
2024-01-01,S004,SKU00149,22,23,16.9
2024-01-01,S004,SKU00340,76,26,14.8
2024-01-01,S004,SKU00197,46,24,14.73
2024-01-01,S004,SKU00353,39,9,28.84
2024-01-01,S004,SKU00095,42,25,27.04
2024-01-01,S004,SKU00332,38,24,53.2
2024-01-01,S004,SKU00314,33,18,15.81
2024-01-01,S004,SKU00255,24,15,33.68
2024-01-01,S004,SKU00372,66,15,8.73
2024-01-01,S004,SKU00129,35,12,17.3
2024-01-01,S004,SKU00118,49,10,9.41
2024-01-01,S004,SKU00245,49,15,19.78
2024-01-01,S004,SKU00190,36,30,23.47
2024-01-01,S004,SKU00066,51,17,21.71
2024-01-01,S004,SKU00101,27,11,13.03
2024-01-01,S004,SKU00351,31,20,20.29
2024-01-01,S004,SKU00302,53,16,11.51
2024-01-01,S004,SKU00139,11,8,19.06
2024-01-01,S005,SKU00015,51,3,25.51
2024-01-01,S005,SKU00325,45,7,11.47
2024-01-01,S005,SKU00190,28,23,23.47
2024-01-01,S005,SKU00361,14,16,22.51
2024-01-01,S005,SKU00280,6,22,11.07
2024-01-01,S005,SKU00132,40,9,18.85
2024-01-01,S005,SKU00283,50,11,35.29
2024-01-01,S005,SKU00019,25,13,14.15
2024-01-01,S005,SKU00368,46,10,14.01
2024-01-01,S005,SKU00124,35,17,18.08
2024-01-01,S005,SKU00265,30,8,15.45
2024-01-01,S005,SKU00266,43,19,15.48
2024-01-01,S005,SKU00230,29,6,28.51
2024-01-01,S005,SKU00070,39,11,19.96
2024-01-01,S005,SKU00005,44,8,5.18
2024-01-01,S005,SKU00100,48,20,7.48
2024-01-01,S005,SKU00123,68,24,17.11
2024-01-01,S005,SKU00179,22,25,8.72
2024-01-01,S005,SKU00358,30,13,20.44
2024-01-01,S005,SKU00275,59,4,24.1
2024-01-01,S005,SKU00354,29,11,16.32
2024-01-01,S005,SKU00319,37,3,18.17
2024-01-01,S005,SKU00268,47,23,22.72
2024-01-01,S005,SKU00288,20,14,22.22
2024-01-01,S005,SKU00155,40,20,22.47
2024-01-01,S005,SKU00215,38,20,20.75
2024-01-01,S005,SKU00364,53,8,20.03
2024-01-01,S005,SKU00363,7,20,19.67
2024-01-01,S005,SKU00260,59,19,16.1
2024-01-01,S005,SKU00125,49,18,14.87
2024-01-01,S005,SKU00239,35,22,7.57
2024-01-01,S005,SKU00200,64,26,35.75
2024-01-01,S005,SKU00149,55,9,16.9
2024-01-01,S005,SKU00362,28,0,17.84
2024-01-01,S005,SKU00150,20,14,17.58
2024-01-01,S005,SKU00216,27,0,35.17
2024-01-01,S005,SKU00010,54,19,22.61
2024-01-01,S005,SKU00336,54,15,21.13
2024-01-01,S005,SKU00392,56,24,28.95
2024-01-01,S005,SKU00399,33,4,25.01
2024-01-01,S005,SKU00396,29,5,6.08
2024-01-01,S005,SKU00316,30,10,9.13
2024-01-01,S005,SKU00044,39,8,16.43
2024-01-01,S005,SKU00211,47,11,37.2
2024-01-01,S005,SKU00263,21,19,12.54
2024-01-01,S005,SKU00194,53,6,15.09
2024-01-01,S005,SKU00093,41,18,20.73
2024-01-01,S005,SKU00296,55,16,18.93
2024-01-01,S005,SKU00231,34,6,23.4
2024-01-01,S005,SKU00108,60,11,8.67
2024-01-01,S005,SKU00169,41,18,15.35
2024-01-01,S005,SKU00272,80,15,18.35
2024-01-01,S005,SKU00148,31,20,18.3
2024-01-01,S005,SKU00069,70,14,10.26
2024-01-01,S005,SKU00269,22,9,13.31
2024-01-01,S005,SKU00201,12,15,17.59
2024-01-01,S005,SKU00398,57,24,31.97
2024-01-01,S005,SKU00094,40,7,30.76
2024-01-01,S005,SKU00306,66,12,13.85
2024-01-01,S005,SKU00050,24,23,9.35
2024-01-01,S006,SKU00125,50,24,14.87
2024-01-01,S006,SKU00077,48,10,7.81
2024-01-01,S006,SKU00164,41,9,20.75
2024-01-01,S006,SKU00311,37,30,23.51
2024-01-01,S006,SKU00095,55,13,27.04
2024-01-01,S006,SKU00163,27,23,15.73
2024-01-01,S006,SKU00007,54,11,12.89
2024-01-01,S006,SKU00135,11,0,21.41
2024-01-01,S006,SKU00245,64,18,19.78
2024-01-01,S006,SKU00237,6,25,22.91
2024-01-01,S006,SKU00190,9,21,23.47
2024-01-01,S006,SKU00089,29,18,25.61
2024-01-01,S006,SKU00305,46,6,19.27
2024-01-01,S006,SKU00002,52,20,22.95
2024-01-01,S006,SKU00206,9,15,12.31
2024-01-01,S006,SKU00197,55,18,14.73
2024-01-01,S006,SKU00017,32,11,22.2
2024-01-01,S006,SKU00016,30,16,20.2
2024-01-01,S006,SKU00029,41,17,18.21
2024-01-01,S006,SKU00236,43,20,14.52
2024-01-01,S006,SKU00368,20,16,14.01
2024-01-01,S006,SKU00048,58,13,35.43
2024-01-01,S006,SKU00096,27,21,19.19
2024-01-01,S006,SKU00161,51,0,6.86
2024-01-01,S006,SKU00258,20,17,29.8
2024-01-01,S006,SKU00006,56,16,22.21
2024-01-01,S006,SKU00150,23,15,17.58
2024-01-01,S006,SKU00170,62,0,19.07
2024-01-01,S006,SKU00196,6,18,14.66
2024-01-01,S006,SKU00143,37,20,9.07
2024-01-01,S006,SKU00134,59,7,22.15
2024-01-01,S006,SKU00087,47,23,9.32
2024-01-01,S006,SKU00195,23,14,20.76
2024-01-01,S006,SKU00219,23,5,24.96
2024-01-01,S006,SKU00028,20,17,14.87
2024-01-01,S006,SKU00111,24,16,22.67
2024-01-01,S006,SKU00156,31,17,13.5
2024-01-01,S006,SKU00263,31,9,12.54
2024-01-01,S006,SKU00288,61,10,22.22
2024-01-01,S006,SKU00262,50,26,6.97
2024-01-01,S006,SKU00385,65,11,24.15
2024-01-01,S006,SKU00158,28,19,7.83
2024-01-01,S006,SKU00353,51,11,28.84
2024-01-01,S006,SKU00074,29,14,28.23
2024-01-01,S006,SKU00033,75,19,10.76
2024-01-01,S006,SKU00252,73,20,35.29
2024-01-01,S006,SKU00338,58,18,23.32
2024-01-01,S006,SKU00034,25,23,25.34
2024-01-01,S006,SKU00065,45,0,21.23
2024-01-01,S006,SKU00240,42,18,30.32
2024-01-01,S006,SKU00349,36,21,11.12
2024-01-01,S006,SKU00182,37,11,22.49
2024-01-01,S006,SKU00079,37,14,18.54
2024-01-01,S006,SKU00344,28,8,6.67
2024-01-01,S006,SKU00345,30,20,21.99
2024-01-01,S006,SKU00276,47,14,8.52
2024-01-01,S006,SKU00200,36,19,35.75
2024-01-01,S006,SKU00356,35,4,6.76
2024-01-01,S006,SKU00332,43,18,53.2
2024-01-01,S006,SKU00381,52,18,29.5
2024-01-01,S007,SKU00273,50,21,21.29
2024-01-01,S007,SKU00017,61,16,22.2
2024-01-01,S007,SKU00358,9,12,20.44
2024-01-01,S007,SKU00272,37,14,18.35
2024-01-01,S007,SKU00062,33,19,21.8
2024-01-01,S007,SKU00010,45,22,22.61
2024-01-01,S007,SKU00281,39,17,24.82
2024-01-01,S007,SKU00211,47,21,37.2
2024-01-01,S007,SKU00323,26,9,17.89
2024-01-01,S007,SKU00276,53,20,8.52
2024-01-01,S007,SKU00109,33,16,32.26
2024-01-01,S007,SKU00073,41,13,31.53
2024-01-01,S007,SKU00374,41,16,17.57
2024-01-01,S007,SKU00388,24,22,18.08
2024-01-01,S007,SKU00132,27,7,18.85
2024-01-01,S007,SKU00300,40,11,19.9
2024-01-01,S007,SKU00189,40,9,21.3
2024-01-01,S007,SKU00396,51,12,6.08
2024-01-01,S007,SKU00166,34,11,26.57
2024-01-01,S007,SKU00380,26,9,21.56
2024-01-01,S007,SKU00259,58,22,16.74
2024-01-01,S007,SKU00191,24,19,24.12
2024-01-01,S007,SKU00260,46,21,16.1
2024-01-01,S007,SKU00370,27,21,19.59
2024-01-01,S007,SKU00038,45,17,22.05
2024-01-01,S007,SKU00292,36,32,27.78
2024-01-01,S007,SKU00331,25,5,9.22
2024-01-01,S007,SKU00340,45,14,14.8
2024-01-01,S007,SKU00183,39,15,7.71
2024-01-01,S007,SKU00332,16,7,53.2
2024-01-01,S007,SKU00007,41,22,12.89
2024-01-01,S007,SKU00339,35,13,14.34
2024-01-01,S007,SKU00202,63,12,41.7
2024-01-01,S007,SKU00055,1,14,24.5
2024-01-01,S007,SKU00218,39,11,10.78
2024-01-01,S007,SKU00131,58,18,22.93
2024-01-01,S007,SKU00051,6,7,21.15
2024-01-01,S007,SKU00006,23,18,22.21
2024-01-01,S007,SKU00025,47,12,18.13
2024-01-01,S007,SKU00119,39,4,21.19
2024-01-01,S007,SKU00338,36,10,23.32
2024-01-01,S007,SKU00362,18,14,17.84
2024-01-01,S007,SKU00204,29,16,22.75
2024-01-01,S007,SKU00053,37,13,26.92
2024-01-01,S007,SKU00279,40,11,18.46
2024-01-01,S007,SKU00134,53,11,22.15
2024-01-01,S007,SKU00368,49,14,14.01
2024-01-01,S007,SKU00161,24,12,6.86
2024-01-01,S007,SKU00185,25,16,22.74
2024-01-01,S007,SKU00065,25,9,21.23
2024-01-01,S007,SKU00050,21,16,9.35
2024-01-01,S007,SKU00216,29,9,35.17
2024-01-01,S007,SKU00107,11,24,27.98
2024-01-01,S007,SKU00186,50,22,24.0
2024-01-01,S007,SKU00329,49,21,21.42
2024-01-01,S007,SKU00220,34,15,23.06
2024-01-01,S007,SKU00387,47,20,19.03
2024-01-01,S007,SKU00251,41,11,16.74
2024-01-01,S007,SKU00029,0,15,18.21
2024-01-01,S007,SKU00302,28,7,11.51
2024-01-01,S008,SKU00061,35,25,13.6
2024-01-01,S008,SKU00273,33,10,21.29
2024-01-01,S008,SKU00279,54,11,18.46
2024-01-01,S008,SKU00169,37,16,15.35
2024-01-01,S008,SKU00391,50,26,20.67
2024-01-01,S008,SKU00261,45,5,33.76
2024-01-01,S008,SKU00184,50,20,15.79
2024-01-01,S008,SKU00338,19,11,23.32
2024-01-01,S008,SKU00077,46,13,7.81
2024-01-01,S008,SKU00040,23,7,18.22
2024-01-01,S008,SKU00256,73,6,16.17
2024-01-01,S008,SKU00131,30,17,22.93
2024-01-01,S008,SKU00272,34,28,18.35
2024-01-01,S008,SKU00285,38,24,16.17
2024-01-01,S008,SKU00249,24,1,14.24
2024-01-01,S008,SKU00073,40,16,31.53
2024-01-01,S008,SKU00275,35,10,24.1
2024-01-01,S008,SKU00069,51,14,10.26
2024-01-01,S008,SKU00223,19,17,14.14
2024-01-01,S008,SKU00355,28,7,17.98
2024-01-01,S008,SKU00240,60,27,30.32
2024-01-01,S008,SKU00222,37,10,21.69
2024-01-01,S008,SKU00283,41,23,35.29
2024-01-01,S008,SKU00092,12,8,6.71
2024-01-01,S008,SKU00373,16,24,43.52
2024-01-01,S008,SKU00075,39,9,19.82
2024-01-01,S008,SKU00113,59,21,20.63
2024-01-01,S008,SKU00225,28,17,14.42
2024-01-01,S008,SKU00025,52,9,18.13
2024-01-01,S008,SKU00078,47,11,9.74
2024-01-01,S008,SKU00311,49,11,23.51
2024-01-01,S008,SKU00291,34,18,20.61
2024-01-01,S008,SKU00179,18,10,8.72
2024-01-01,S008,SKU00182,41,26,22.49
2024-01-01,S008,SKU00089,32,18,25.61
2024-01-01,S008,SKU00019,47,12,14.15
2024-01-01,S008,SKU00127,41,19,18.2
2024-01-01,S008,SKU00321,43,32,8.77
2024-01-01,S008,SKU00258,32,5,29.8
2024-01-01,S008,SKU00158,46,4,7.83
2024-01-01,S008,SKU00270,49,12,23.19
2024-01-01,S008,SKU00241,8,14,22.03
2024-01-01,S008,SKU00174,57,8,23.97
2024-01-01,S008,SKU00116,31,12,40.0
2024-01-01,S008,SKU00331,52,8,9.22
2024-01-01,S008,SKU00298,27,4,11.72
2024-01-01,S008,SKU00057,26,11,19.41
2024-01-01,S008,SKU00274,19,19,8.22
2024-01-01,S008,SKU00104,49,18,30.27
2024-01-01,S008,SKU00138,59,17,9.29
2024-01-01,S008,SKU00269,64,16,13.31
2024-01-01,S008,SKU00300,38,7,19.9
2024-01-01,S008,SKU00347,56,8,35.52
2024-01-01,S008,SKU00288,43,8,22.22
2024-01-01,S008,SKU00352,25,23,23.46
2024-01-01,S008,SKU00125,30,22,14.87
2024-01-01,S008,SKU00286,31,17,25.41
2024-01-01,S008,SKU00232,17,3,17.89
2024-01-01,S008,SKU00160,57,16,18.48
2024-01-01,S008,SKU00097,25,7,11.93
2024-01-01,S009,SKU00267,47,4,32.29
2024-01-01,S009,SKU00001,40,10,20.02
2024-01-01,S009,SKU00249,50,9,14.24
2024-01-01,S009,SKU00061,56,26,13.6
2024-01-01,S009,SKU00248,16,5,24.2
2024-01-01,S009,SKU00025,46,30,18.13
2024-01-01,S009,SKU00058,40,23,33.62
2024-01-01,S009,SKU00162,35,5,23.58
2024-01-01,S009,SKU00123,31,17,17.11
2024-01-01,S009,SKU00377,58,14,24.12
2024-01-01,S009,SKU00221,2,32,18.46
2024-01-01,S009,SKU00312,42,25,19.86
2024-01-01,S009,SKU00304,39,23,13.37
2024-01-01,S009,SKU00149,34,13,16.9
2024-01-01,S009,SKU00200,2,17,35.75
2024-01-01,S009,SKU00316,17,24,9.13
2024-01-01,S009,SKU00279,37,10,18.46
2024-01-01,S009,SKU00302,68,23,11.51
2024-01-01,S009,SKU00062,51,17,21.8
2024-01-01,S009,SKU00185,15,14,22.74
2024-01-01,S009,SKU00097,30,21,11.93
2024-01-01,S009,SKU00117,34,23,14.81
2024-01-01,S009,SKU00265,38,19,15.45
2024-01-01,S009,SKU00286,44,28,25.41
2024-01-01,S009,SKU00193,28,13,26.54
2024-01-01,S009,SKU00374,37,21,17.57
2024-01-01,S009,SKU00275,70,17,24.1
2024-01-01,S009,SKU00198,50,12,25.14
2024-01-01,S009,SKU00295,24,10,21.15
2024-01-01,S009,SKU00146,35,18,30.59
2024-01-01,S009,SKU00134,32,13,22.15
2024-01-01,S009,SKU00340,48,8,14.8
2024-01-01,S009,SKU00360,61,23,35.66
2024-01-01,S009,SKU00151,40,12,7.16
2024-01-01,S009,SKU00362,41,9,17.84
2024-01-01,S009,SKU00399,41,20,25.01
2024-01-01,S009,SKU00169,11,25,15.35
2024-01-01,S009,SKU00005,30,0,5.18
2024-01-01,S009,SKU00011,56,6,17.51
2024-01-01,S009,SKU00307,57,13,19.13
2024-01-01,S009,SKU00197,39,12,14.73
2024-01-01,S009,SKU00232,62,19,17.89
2024-01-01,S009,SKU00356,25,13,6.76
2024-01-01,S009,SKU00076,30,17,16.2
2024-01-01,S009,SKU00212,37,31,8.51
2024-01-01,S009,SKU00119,26,4,21.19
2024-01-01,S009,SKU00055,66,18,24.5
2024-01-01,S009,SKU00330,50,9,28.29
2024-01-01,S009,SKU00391,66,19,20.67
2024-01-01,S009,SKU00129,52,21,17.3
2024-01-01,S009,SKU00320,62,7,13.56
2024-01-01,S009,SKU00036,31,10,15.82
2024-01-01,S009,SKU00170,54,12,19.07
2024-01-01,S009,SKU00305,42,13,19.27
2024-01-01,S009,SKU00375,31,15,23.14
2024-01-01,S009,SKU00227,40,21,38.72
2024-01-01,S009,SKU00294,28,18,21.46
2024-01-01,S009,SKU00321,39,12,8.77
2024-01-01,S009,SKU00065,47,17,21.23
2024-01-01,S009,SKU00161,16,21,6.86
2024-01-01,S010,SKU00155,47,14,22.47
2024-01-01,S010,SKU00248,20,4,24.2
2024-01-01,S010,SKU00394,30,19,10.9
2024-01-01,S010,SKU00349,66,11,11.12
2024-01-01,S010,SKU00311,59,20,23.51
2024-01-01,S010,SKU00065,63,10,21.23
2024-01-01,S010,SKU00334,15,10,7.9
2024-01-01,S010,SKU00393,33,7,7.6
2024-01-01,S010,SKU00275,40,9,24.1
2024-01-01,S010,SKU00333,29,18,19.02
2024-01-01,S010,SKU00288,25,13,22.22
2024-01-01,S010,SKU00375,47,0,23.14
2024-01-01,S010,SKU00051,49,3,21.15
2024-01-01,S010,SKU00291,7,21,20.61
2024-01-01,S010,SKU00182,53,10,22.49
2024-01-01,S010,SKU00094,39,8,30.76
2024-01-01,S010,SKU00297,38,12,20.51
2024-01-01,S010,SKU00379,30,12,19.61
2024-01-01,S010,SKU00110,43,26,22.59
2024-01-01,S010,SKU00035,23,14,34.51
2024-01-01,S010,SKU00097,59,13,11.93
2024-01-01,S010,SKU00203,49,3,27.92
2024-01-01,S010,SKU00206,30,19,12.31
2024-01-01,S010,SKU00010,46,22,22.61
2024-01-01,S010,SKU00107,38,19,27.98
2024-01-01,S010,SKU00039,32,14,31.34
2024-01-01,S010,SKU00029,9,22,18.21
2024-01-01,S010,SKU00399,49,10,25.01
2024-01-01,S010,SKU00309,27,0,27.53
2024-01-01,S010,SKU00221,67,9,18.46
2024-01-01,S010,SKU00350,38,30,24.41
2024-01-01,S010,SKU00096,36,20,19.19
2024-01-01,S010,SKU00293,50,13,28.83
2024-01-01,S010,SKU00007,37,6,12.89
2024-01-01,S010,SKU00362,42,2,17.84
2024-01-01,S010,SKU00042,54,18,27.28
2024-01-01,S010,SKU00033,12,11,10.76
2024-01-01,S010,SKU00229,48,14,28.44
2024-01-01,S010,SKU00136,56,13,21.43
2024-01-01,S010,SKU00389,23,10,26.23
2024-01-01,S010,SKU00220,13,25,23.06
